产品编码,产品名称,产品参数,产品类型,价格,平均得分,好评率,差评率,好评数,中评数,差评数,追评数
sku_id,name,parameters2,brand,price,average_score,good_rate,poor_rate,good_count,general_count,poor_count,after_count
14394907513,【二手】商务交流(第二版) 莫林虎 中国人民大学出版社,"[{""店铺： "":""正多贸易图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300160429"",""商品编码：14394907513"",""包装：平装"",""出版时间：2012-08-01""]",图书,13.9,5,1,0,0,0,0,0
25963653182,商务交流(第二版)  莫林虎 中国人民大学出版社,"[{""店铺： "":""北尚图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300160429"",""商品编码：25963653182"",""包装：平装"",""出版时间：2012-08-01""]",图书,29.7,5,1,0,0,0,0,0
27211614752,正版  商务交流(第二版) 莫林虎 9787300160429,"[{""店铺： "":""博古通今图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300160429"",""商品编码：27211614752"",""包装：平装"",""出版时间：2012-08-01""]",图书,20.5,5,1,0,0,0,0,0
27222543577,,"[{""店铺： "":""悦然图书专营店""},{""出版社：\n                    "":[""中国法制""]},""ISBN：9787509361290"",""商品编码：27222543577"",""包装：平装"",""出版时间：2015-05-01""]",图书,28.1,5,1,0,0,0,0,0
11521701,世界名著名译文库 莫泊桑集01·羊脂球：莫泊桑短篇小说选（精装版）,"[{""出版社：\n                    "":""上海三联书店""},{""ISBN：9787542648976"":[]},""版次：2"",""商品编码：11521701"",""包装：精装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2014-08-01"",""用纸：书写纸"",""页数：432"",""字数：223000"",""正文语种：中文""]",图书,28.3,5,0.988,0.003,300,3,1,1
27116182525,商务交流(第二版) 莫林虎,"[{""店铺： "":""品读天下出版物专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300160429"",""商品编码：27116182525"",""包装：平装"",""出版时间：2012-08-01""]",图书,21.1,5,1,0,0,0,0,0
27104862625,商务沟通与交流(第二版)(21世纪高职高专规划教材 市场营销系列) 莫林虎 9787300,"[{""店铺： "":""朝远文化图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300193656"",""商品编码：27104862625"",""包装：平装"",""出版时间：2014-07-01""]",图书,28,5,1,0,0,0,0,0
11665931,名著名译丛书：莫泊桑短篇小说选,"[{""出版社：\n                    "":""人民文学出版社""},{""ISBN：9787020104338"":[]},""版次：1"",""商品编码：11665931"",""包装：精装"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2015-03-01"",""用纸：胶版纸"",""页数：555"",""字数：517000"",""正文语种：中文""]",图书,34.9,5,0.994,0.002,2600,10,6,6
11521700,世界名著名译文库 莫泊桑集：漂亮朋友（精装版）,"[{""出版社：\n                    "":""上海三联书店""},{""ISBN：9787542648969"":[]},""版次：1"",""商品编码：11521700"",""包装：精装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2014-08-01"",""用纸：书写纸"",""页数：412"",""字数：203000"",""正文语种：中文""]",图书,27.4,5,0.988,0.012,100,0,2,0
1511831304,莫泊桑短篇小说选 莫泊桑 文学 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""人民文学出版社""]},""ISBN：9787020104338"",""商品编码：1511831304"",""开本：其他"",""出版时间：2010-01-01"",""页数：555"",""字数：517000""]",图书,45,5,1,0,100,0,0,1
12317070,莫泊桑短篇小说精选（柳鸣九权威译本2018全新修订）,"[{""出版社：\n                    "":""天津人民出版社""},{""ISBN：9787201128283"":[]},""版次：1"",""商品编码：12317070"",""品牌："",""包装：平装"",""开本：32"",""出版时间：2018-01-01"",""用纸：轻型纸""]",图书,34.1,5,0.994,0.002,16000,70,30,40
18127398994,正版 箫入门与提高附赠CD光盘1张 萧箫的吹奏法自学速成基础入门与提高教程,"[{""店铺： "":""昂秀图书专营店""},{""出版社：\n                    "":[""同心出版社""]},""ISBN：9787547700440"",""商品编码：18127398994""]",图书,46.1,5,1,0,1,0,0,0
10661601806,半面妆1+2+3/漫客小说/萧十一狼,"[{""店铺： "":""湖南叶洋图书专营店""},{""出版社：\n                    "":[""长江出版社""]},""ISBN：9787556113293"",""商品编码：10661601806""]",图书,82.9,5,0.992,0,200,2,0,1
20559443614,此岸流水 彼岸花 萧茜宁,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""台海出版社""]},""ISBN：9787516807989"",""商品编码：20559443614"",""包装：平装"",""出版时间：2016-04-01""]",图书,25.5,5,1,0,0,0,0,0
26832563122,鲁迅与他的北京 萧振鸣,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""北京燕山出版社""]},""ISBN：9787540235130"",""商品编码：26832563122"",""包装：平装"",""出版时间：2015-07-01""]",图书,53,5,1,0,0,0,0,0
12018901,会幸福这件事，不是鸡汤是信仰+这一生静待时光检验+用所有的存在与世界相会（苏菲、萧秋水签名套装本）（套装共3册）,"[{""出版社：\n                    "":""北京联合出版公司""},{""ISBN：9787550284388"":[]},""版次：1"",""商品编码：12018901"",""包装：平装"",""开本：32开"",""出版时间：2016-10-01"",""用纸：胶版纸"",""套装数量：3""]",图书,72.3,5,1,0,7,0,0,0
12179341,知识变现,"[{""出版社：\n                    "":""文化发展出版社""},{""ISBN：9787514218602"":[]},""版次：1"",""商品编码：12179341"",""包装：平装"",""开本：16开"",""出版时间：2017-09-01"",""用纸：纯质纸"",""正文语种：中文""]",图书,30.2,5,0.997,0.002,900,1,2,3
26769715543,"正版成百问知识管理9787538177091萧秋水,陈永隆,唐兆希","[{""店铺： "":""玄岩璞图书专营店""},{""出版社：\n                    "":[""辽宁科学技术出版社""]},""ISBN：9787538177091"",""商品编码：26769715543"",""包装：平装"",""出版时间：2012-11-01""]",图书,15.8,5,1,0,0,0,0,0
20470601871,知识变现  萧秋水，剽悍一只猫 著   自我完善   励志书籍,"[{""店铺： "":""聚五缘图书音像旗舰店""},{""出版社：\n                    "":[""文化发展出版社""]},""ISBN：9787514218602"",""商品编码：20470601871"",""包装：平装"",""开本：16"",""出版时间：2017-09-01""]",图书,38.6,5,1,0,20,0,0,0
21040856500,进阶 9787516815106,"[{""店铺： "":""创熠文化图书专营店""},{""出版社：\n                    "":[""台海出版社""]},""ISBN：9787516815106"",""商品编码：21040856500"",""包装：平装"",""出版时间：2017-10-01""]",图书,27.5,5,1,0,0,0,0,0
11377902,葛翠琳温馨童话小书坊·美绘注音版：会飞的小鹿,"[{""出版社：\n                    "":""江苏科学技术出版社""},{""ISBN：9787553723709"":[]},""版次：1"",""商品编码：11377902"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2014-01-01"",""用纸：胶版纸"",""页数：139""]",图书,12,5,1,0,10,0,0,0
1462768354,诗意语文行 董一菲主编 教育 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""长春出版社""]},""ISBN：9787544534512"",""商品编码：1462768354"",""开本：16开"",""出版时间：2014-09-01"",""页数：242"",""字数：283000""]",图书,19.8,5,1,0,2,0,0,0
10665840791,语文（基础模块）上册（职业教育“十三五”改革创新规划教材） 张玉新、曹公奇、董一菲、任,"[{""店铺： "":""思诺华教图书专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302437598"",""商品编码：10665840791"",""包装：平装"",""出版时间：2016-08-01""]",图书,15.3,5,1,0,0,0,0,0
11968670182,寻找语文的诗意与远方 董一菲 清华大学出版社,"[{""店铺： "":""杰城图书专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302464099"",""商品编码：11968670182"",""包装：平装"",""出版时间：2017-03-01""]",图书,32.8,5,1,0,1,0,0,0
11968647166,寻找语文的诗意与远方 董一菲,"[{""店铺： "":""福州文豪图书专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302464099"",""商品编码：11968647166"",""包装：平装"",""出版时间：2017-03-01""]",图书,32.8,5,1,0,0,0,0,0
19704954608,新课标必读名师备考丛书:红岩 精解速读 董一菲 中国国际广播出版社 97875078404,"[{""店铺： "":""西安世图出版图书专营店""},{""出版社：\n                    "":[""中国国际广播出版社""]},""ISBN：9787507840445"",""商品编码：19704954608"",""包装：平装-胶订"",""出版时间：2017-08-01""]",图书,15.9,5,1,0,0,0,0,0
27438175312,寻找语文的诗意与远方 董一菲 9787302464099,"[{""店铺： "":""书逸天下图书专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302464099"",""商品编码：27438175312"",""包装：平装-胶订"",""出版时间：2017-03-01""]",图书,38.6,5,1,0,0,0,0,0
16234164892,行星全书 美国宇航局NASA经典摄影集 天文爱好者 科普读物 百科知识 科普问答 探究宇,"[{""店铺： "":""同仁图书专营店""},{""出版社：\n                    "":[""中国民航""]},""ISBN：9787559608246"",""商品编码：16234164892"",""包装：精装"",""开本：16"",""出版时间：2017-09-01"",""页数：260"",""字数：100""]",图书,180.6,5,1,0,0,0,0,0
24864142537,正版包邮 给我你的喵咪看看 (俄)兰迪诗|译者:董乐乐 书籍,"[{""店铺： "":""裕盛星官方旗舰店""},{""出版社：\n                    "":[""时代文艺""]},""ISBN：9787538751529"",""商品编码：24864142537""]",图书,33.14,5,1,0,0,0,0,0
16234174648,行星全书 美国宇航局NASA经典摄影集 天文爱好者 科普读物 百科知识 科普问答 探究宇,"[{""店铺： "":""联合书城图书专营店""},{""出版社：\n                    "":[""中国民航""]},""ISBN：9787559608246"",""商品编码：16234174648"",""包装：精装"",""开本：16"",""出版时间：2017-09-01"",""页数：260"",""字数：100""]",图书,178,5,1,0,0,0,0,0
26793501117,"狮子与独角兽 【英】乔治·奥威尔著,董乐山、贾文浩、贾","[{""店铺： "":""典则俊雅图书专营店""},{""出版社：\n                    "":[""北京燕山出版社""]},""ISBN：9787540237103"",""商品编码：26793501117"",""包装：精装"",""出版时间：2015-04-23""]",图书,25.1,5,1,0,0,0,0,0
23269761575,"一九八四(译文名著精选) (英)奥威尔,董乐山 9787532752393 上海译文出版社","[{""店铺： "":""双卿图书专营店""},{""出版社：\n                    "":[""上海译文出版社""]},""ISBN：9787532752393"",""商品编码：23269761575"",""包装：平装"",""出版时间：2011-01-01""]",图书,23,5,1,0,0,0,0,0
26895773134,"《一九八四 动物农场——重读西方经典文学名著》  (英)奥威尔,董乐山,傅惟慈, 漓江出版","[{""店铺： "":""北京知画图书专营店""},{""出版社：\n                    "":[""漓江出版社""]},""ISBN：9787540729356"",""商品编码：26895773134"",""包装：平装"",""出版时间：2005-10-01""]",图书,142,5,1,0,0,0,0,0
10350262138,《毛泽东读西游记》 董志新 万卷出版公司 9787547012970,"[{""店铺： "":""西安世图出版图书专营店""},{""出版社：\n                    "":[""万卷出版公司""]},""ISBN：9787547012970"",""版次：1"",""商品编码：10350262138"",""包装：精装"",""出版时间：2011-01-01""]",图书,43.8,5,1,0,0,0,0,0
25612894742,讲故事 谈纪律(小学生文库) 董志新,"[{""店铺： "":""品读天下出版物专营店""},{""出版社：\n                    "":[""辽宁少年儿童出版社""]},""ISBN：9787531500094"",""商品编码：25612894742"",""包装：平装"",""出版时间：2015-06-28""]",图书,8.9,5,1,0,0,0,0,0
26706274094,"玉米高产栽培与病虫害防治新技术 马志,董文广,姜河","[{""店铺： "":""北京群洲文化专营店""},{""出版社：\n                    "":[""中国林业出版社""]},""ISBN：9787503890949"",""商品编码：26706274094"",""包装：平装-胶订"",""出版时间：2017-08-01""]",图书,21.8,5,1,0,0,0,0,0
25941757294,正版  讲故事 谈纪律(小学生文库) 董志新 9787531500094,"[{""店铺： "":""博古通今图书专营店""},{""出版社：\n                    "":[""辽宁少年儿童出版社""]},""ISBN：9787531500094"",""商品编码：25941757294"",""包装：平装"",""出版时间：2015-06-28""]",图书,11.9,5,1,0,0,0,0,0
27215188884,"中国史话:土地改革史话 社会科学文献出版社 董志凯, 陈廷煊著 9787509726754","[{""店铺： "":""新图文轩图书专营店""},{""出版社：\n                    "":[""社会科学文献出版社""]},""ISBN：9787509726754"",""商品编码：27215188884"",""包装：平装"",""出版时间：2011-12-01""]",图书,15,5,1,0,0,0,0,0
20135775776,成就我家男人:好女人都是马语者,"[{""店铺： "":""黄金屋图书专营店""},{""出版社：\n                    "":[""广东经济出版社有限公司""]},""ISBN：9787545416084"",""商品编码：20135775776"",""包装：平装"",""出版时间：2013-01-01""]",图书,14.3,5,1,0,0,0,0,0
25710559198,女人怎么说，男人听得进 懂男人的女人才幸福 (美)里克约翰逊 著，董日生 译（两性关系书籍,"[{""店铺： "":""云宵争鸣图书专营店""},{""出版社：\n                    "":[""广东旅游出版社""]},""ISBN：9787557001094"",""商品编码：25710559198"",""丛书名：\n            "",""\n  "",""出版时间：2015-09-01""]",图书,25.4,5,1,0,0,0,0,0
10204127820,宠物 董枝明主编 少儿 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122252197"",""商品编码：10204127820"",""丛书名：\n            "",""\n  "",""开本：其他"",""出版时间：2016-01-01"",""页数：126""]",图书,20.3,5,1,0,0,0,0,0
12354382791,2K 9787122252173 野花野草 董枝明  化学工业出版社,"[{""店铺： "":""京文联发专营店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122252173"",""商品编码：12354382791"",""包装：平装"",""出版时间：2016-02-01""]",图书,23.2,5,1,0,0,0,0,0
11758012,红贝壳金色童书：恐龙世界（注音版）,"[{""出版社：\n                    "":""化学工业出版社""},{""ISBN：9787122243591"":[]},""版次：1"",""商品编码：11758012"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：24开"",""出版时间：2015-09-01"",""用纸：胶版纸"",""页数：216"",""正文语种：中文""]",图书,26.1,5,0.995,0,900,5,0,2
11929109281,世界恐龙大百科 董枝明,"[{""店铺： "":""福州文豪图书专营店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122221711"",""商品编码：11929109281"",""包装：精装"",""出版时间：2015-01-01""]",图书,83.8,5,1,0,0,0,0,0
27125756054,宠物 董枝明,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122252197"",""商品编码：27125756054"",""包装：平装"",""出版时间：2016-01-01""]",图书,20.6,5,1,0,0,0,0,0
26249300149,正版 恐龙图鉴 9787122244017 董枝明 化学工业出版社,"[{""店铺： "":""润一图书专营店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122244017"",""商品编码：26249300149"",""包装：平装"",""出版时间：2015-10-01""]",图书,38.9,5,1,0,0,0,0,0
26166721495,高等教育信息化创新应用案例集-第2辑,"[{""店铺： "":""闻知图书专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302404873"",""商品编码：26166721495"",""出版时间：2015-07-01""]",图书,45.8,5,1,0,0,0,0,0
10379544448,高等教育信息化创新应用案例集第2辑,"[{""店铺： "":""文轩网教育考试专营店""},{""出版社：\n                    "":[""清华大学出版社""]},""ISBN：9787302404873"",""商品编码：10379544448"",""开本：B5"",""出版时间：2015-07-01"",""页数：324"",""字数：519000""]",图书,37.8,5,1,0,0,0,0,0
27297473004,阳台上的花 蒋九贞,"[{""店铺： "":""典则俊雅图书专营店""},{""出版社：\n                    "":[""暂无""]},""ISBN：9787546922782"",""商品编码：27297473004"",""包装：平装"",""出版时间：2012-05-01""]",图书,22.6,5,1,0,0,0,0,0
11818339774,乡村书系列(二)：阳台上的花 蒋九贞 暂无 9787546922782,"[{""店铺： "":""西安世图出版图书专营店""},{""出版社：\n                    "":[""暂无""]},""ISBN：9787546922782"",""商品编码：11818339774"",""包装：平装"",""出版时间：2012-05-01""]",图书,26.8,5,1,0,0,0,0,0
11050787,乡村书系列（2）：阳台上的花,"[{""出版社：\n                    "":""新疆美术摄影出版社""},{""ISBN：9787546922782"":[]},""ISBN：9787546922782"",""版次：1"",""商品编码：11050787"",""包装：平装"",""开本：16开"",""出版时间：2012-05-01"",""用纸：胶版纸"",""页数：206"",""字数：110000"",""正文语种：中文""]",图书,20.5,5,1,0,1,0,0,0
26455031214,乡村书系列(二)：阳台上的花 蒋九贞 暂无,"[{""店铺： "":""煜城弘毅图书专营店""},{""出版社：\n                    "":[""暂无""]},""ISBN：9787546922782"",""商品编码：26455031214"",""包装：平装"",""出版时间：2012-05-01""]",图书,20.26,5,1,0,0,0,0,0
12176074,作文九问 跟特级教师蒋军晶学写作妙招（基础篇）,"[{""出版社：\n                    "":""人民邮电出版社""},{""ISBN：9787115452146"":[]},""版次：1"",""商品编码：12176074"",""包装：平装"",""开本：20开"",""出版时间：2017-05-01"",""用纸：胶版纸"",""页数：200""]",图书,39,5,0.998,0,14000,30,7,20
12121579,让孩子学会写作,"[{""出版社：\n                    "":""中国人民大学出版社""},{""ISBN：9787300244327"":[]},""版次：1"",""商品编码：12121579"",""包装：平装"",""开本：异16全"",""出版时间：2017-07-01"",""用纸：胶版纸"",""页数：264""]",图书,37.8,5,0.999,0,800,1,0,0
12205293,小学生群文读本 二年级,"[{""出版社：\n                    "":""浙江少年儿童出版社""},{""ISBN：9787559703354"":[]},""版次：1"",""商品编码：12205293"",""包装：平装"",""开本：16开"",""出版时间：2017-10-01"",""用纸：胶版纸"",""页数：245"",""字数：190000"",""正文语种：中文""]",图书,19.9,5,0.997,0.001,18000,40,20,10
12546732114,作文九问 跟特级教师蒋军晶学写作妙招实战篇 蒋军晶 教材教辅与参考书 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115451149"",""商品编码：12546732114"",""开本：20开"",""出版时间：2017-05-01"",""页数：162"",""字数：165000""]",图书,26.3,5,1,0,3,0,0,0
22397703505,小学生群文读本 小学生课外阅读书籍 蒋军晶著 教学阅读训练精选日有所诵儿童诵读语文教材 四年级,"[{""店铺： "":""华越图书专营店""},{""出版社：\n                    "":[""浙江少年儿童出版社""]},""ISBN：9787559703347"",""商品编码：22397703505""]",图书,22.6,5,1,0,20,0,0,0
16826003076,"PRO超设计2 戈洪,蒋杰 辽宁科学技术出版社","[{""店铺： "":""吉林省新华书店图书专营店""},{""出版社：\n                    "":[""辽宁科学技术出版社""]},""ISBN：9787538162912"",""商品编码：16826003076"",""包装：平装""]",图书,19,5,1,0,0,0,0,0
23906077920,图解微反应:教你一分钟看透人心 蒋文杰 心理学 花城出版社图解微反应 教你一分钟看透人心,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""花城出版社""]},""ISBN：9787536066670"",""商品编码：23906077920"",""包装：平装"",""出版时间：2013-01-01""]",图书,26.1,5,1,0,0,0,0,0
16369395011,蒋方舟作品集 全套3本 东京一年+故事的结局早已写在开头+我承认我不曾历经沧桑 散文随笔的,"[{""店铺： "":""湖南弘道图书专营店""},{""出版社：\n                    "":[""中信出版社""]},""ISBN：9787508677613"",""商品编码：16369395011"",""包装：平装"",""开本：32"",""出版时间：2017-07-01"",""用纸：纯质纸"",""套装数量：3"",""正文语种：简体中文""]",图书,98,5,1,0,7,0,0,0
12251888,西班牙旅行笔记+东京一年+带一本书去巴黎（套装共3册）,"[{""出版社：\n                    "":""生活·读书·新知三联书店""},{""ISBN：12251888"":[]},""ISBN：12251888"",""版次：2"",""商品编码：12251888"",""包装：平装"",""开本：32开"",""出版时间：2013-07-01"",""用纸：胶版纸"",""页数：1043"",""套装数量：3"",""正文语种：中文""]",图书,140.6,5,1,0,50,0,0,0
27017018100,《谣言的特点——蒋方舟十年妙文选》 蒋方舟， 长江文艺出版社,"[{""店铺： "":""北京知画图书专营店""},{""出版社：\n                    "":[""长江文艺出版社""]},""ISBN：9787535438317"",""商品编码：27017018100"",""包装：平装"",""出版时间：2009-01-01""]",图书,192,5,1,0,0,0,0,0
24618712860,东京一年套装：东京一年+东京手账（共2册）蒋方舟写《东京一年》日记，读者有手账《一年》,"[{""店铺： "":""蛋蛋图书专营店""},{""出版社：\n                    "":[""中信出版""]},""ISBN：9787121709356"",""商品编码：24618712860"",""包装：12170935"",""开本：32开"",""用纸：纯质纸""]",图书,77,5,1,0,0,0,0,0
22709399851,我承认我不曾历经沧桑(限量版) 9787549543519,"[{""店铺： "":""碧波轻澜图书专营店""},{""出版社：\n                    "":[""广西师范大学出版社""]},""ISBN：9787549543519"",""商品编码：22709399851"",""包装：平装"",""出版时间：2013-10-01""]",图书,19.2,5,1,0,0,0,0,0
11032922750,中国古典建筑综合规划设计,"[{""店铺： "":""中关村图书大厦图书音像专营店""},{""出版社：\n                    "":[""国家知识产权局知识产权出版社""]},""ISBN：9787513031198"",""商品编码：11032922750"",""出版时间：2016-09-01""]",图书,78.4,5,1,0,0,0,0,0
22895050855,中国古典建筑综合规划设计,"[{""店铺： "":""润轩泽辕图书专营店""},{""出版社：\n                    "":[""知识产权出版社""]},""ISBN：9787513031196"",""商品编码：22895050855"",""包装：平装"",""出版时间：2016-09-01""]",图书,79.4,5,1,0,0,0,0,0
11154518767,中国古典建筑综合规划设计,"[{""店铺： "":""北京图书大厦旗舰店""},{""出版社：\n                    "":[""国家知识产权局知识产权出版社""]},""ISBN：9787513031194"",""商品编码：11154518767"",""出版时间：2016-09-01""]",图书,83.3,5,1,0,0,0,0,0
13921344624,中国古典建筑综合规划设计,"[{""店铺： "":""闻知图书专营店""},{""出版社：\n                    "":[""知识产权出版社""]},""ISBN：9787513031196"",""商品编码：13921344624""]",图书,81.5,5,1,0,0,0,0,0
26154085196,正版：中国古典建筑综合规划设计 9787513031196,"[{""店铺： "":""朝鲁书社""},{""出版社：\n                    "":[""知识产权出版社""]},""ISBN：9787513031196"",""商品编码：26154085196"",""包装：平装"",""出版时间：2016-09-01""]",图书,71.5,5,1,0,0,0,0,0
25800417618,RTDK 中国古典建筑综合规划设计 9787513031196 知识产权出版社,"[{""店铺： "":""晓月草堂图书专营店""},{""出版社：\n                    "":[""知识产权出版社""]},""ISBN：9787513031196"",""商品编码：25800417618"",""包装：平装"",""出版时间：2016-09-01""]",图书,79.4,5,1,0,0,0,0,0
26663194812,"道路接入管理理论与方法 陆键,马永锋,蒋愚明,张国强","[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030521170"",""商品编码：26663194812"",""包装：软精装"",""出版时间：2017-11-01""]",图书,64,5,1,0,0,0,0,0
26658224078,"道路接入管理理论与方法 陆键,马永锋,蒋愚明,张国强","[{""店铺： "":""北京群洲文化专营店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030521170"",""商品编码：26658224078"",""包装：软精装"",""出版时间：2017-11-01""]",图书,61.6,5,1,0,0,0,0,0
11896227,国防论,"[{""出版社：\n                    "":""岳麓书社""},{""ISBN：9787553804934"":[]},""版次：1"",""商品编码：11896227"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2016-02-01"",""用纸：胶版纸"",""页数：175"",""正文语种：中文""]",图书,10.9,5,1,0,10,0,0,0
27226029623,"道路接入管理理论与方法 陆键,马永锋,蒋愚明,张国强 科学出版社","[{""店铺： "":""安庆新华书店图书专营店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030521170"",""商品编码：27226029623"",""包装：软精装"",""出版时间：2017-11-01""]",图书,56.8,5,1,0,0,0,0,0
1790432162,国防论,"[{""店铺： "":""英典图书专营店""},{""出版社：\n                    "":[""岳麓书社""]},""ISBN：9787807615026"",""商品编码：1790432162"",""包装：平装"",""出版时间：2010-12-01""]",图书,10.65,5,1,0,2,0,0,0
26042580004,蒋百里：欧洲文艺复兴史 日本人与日本论 9787558117701,"[{""店铺： "":""中颐图书专营店""},{""出版社：\n                    "":[""吉林出版社""]},""ISBN：9787558117701"",""商品编码：26042580004"",""包装：平装-胶订"",""出版时间：2017-01-01""]",图书,20.3,5,1,0,0,0,0,0
26477713008,MLS 蒋百里:欧洲文艺复兴史 日本人与日本论 9787558117701 吉林出版社,"[{""店铺： "":""晓月草堂图书专营店""},{""出版社：\n                    "":[""吉林出版社""]},""ISBN：9787558117701"",""商品编码：26477713008"",""包装：平装-胶订"",""出版时间：2017-01-01""]",图书,18.8,5,1,0,0,0,0,0
27337571806,如何应对舆情危机？新媒体时代的企业生存之道 蒲红果  等 9787516619377,"[{""店铺： "":""天乐图书专营店""},{""出版社：\n                    "":[""新华出版社""]},""ISBN：9787516619377"",""商品编码：27337571806"",""包装：平装"",""出版时间：2015-09-01""]",图书,21.6,5,1,0,0,0,0,0
10084064345,循证结直肠肛管肿瘤学,"[{""店铺： "":""中关村图书大厦旗舰店""},{""出版社：\n                    "":[""上海科技出版发行有限公司""]},""ISBN：9787547828518"",""商品编码：10084064345"",""出版时间：2016-01-01""]",图书,238.4,5,1,0,0,0,0,0
11176386351,正版现货 NCCN肿瘤学临床实践指南(NCCN指南)结直肠癌筛查 蔡三军主编,"[{""店铺： "":""希尔麦医学图书专营店""},{""出版社：\n                    "":[""人民卫生出版社""]},""ISBN：9787117227049"",""商品编码：11176386351"",""包装：平装"",""开本：16"",""出版时间：2017-01-01"",""字数：84000""]",图书,43.22,5,1,0,0,0,0,0
26947855393,,"[{""店铺： "":""悦然图书专营店""},{""出版社：\n                    "":[""上海科学技术出版社""]},""ISBN：9787547828519"",""商品编码：26947855393"",""包装：平装"",""出版时间：2016-01-01""]",图书,253.3,5,1,0,0,0,0,0
20213970897,循证结直肠肛管肿瘤学 9787547828519,"[{""店铺： "":""琅琅图书专营店""},{""出版社：\n                    "":[""上海科学技术出版社""]},""ISBN：9787547828519"",""商品编码：20213970897"",""包装：平装"",""出版时间：2016-01-01""]",图书,229.5,5,1,0,0,0,0,0
11226423,蔡东藩中国历代史演义：明史演义,"[{""出版社：\n                    "":""内蒙古人民出版社""},{""ISBN：9787204119424"":[]},""版次：1"",""商品编码：11226423"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2013-01-01"",""用纸：胶版纸"",""页数：501"",""正文语种：中文""]",图书,27,5,1,0,3,0,0,0
27163576572,循证结直肠肛管肿瘤学,"[{""店铺： "":""北京爱读者图书专营店""},{""出版社：\n                    "":[""上海科学技术出版社""]},""ISBN：9787547828519"",""商品编码：27163576572"",""包装：平装"",""出版时间：2016-01-01""]",图书,193.7,5,1,0,0,0,0,0
11887112,蔡东藩 历朝通俗演义（套装共21册）,"[{""出版社：\n                    "":""安徽师范大学出版社""},{""ISBN：9787567602052"":[]},""版次：1"",""商品编码：11887112"",""包装：平装"",""开本：16开"",""出版时间：2016-01-01"",""用纸：胶版纸"",""套装数量：21"",""正文语种：中文、汉语""]",图书,324.9,5,0.993,0,100,1,0,2
11252590116,蔡东藩中华史 全十一卷/11册 现代白话版 前汉 后汉 两晋 南北朝 唐史 五蔡东藩,"[{""店铺： "":""兴杰图书专营店""},{""出版社：\n                    "":[""北京联合出版公司""]},""ISBN：9787550233591"",""商品编码：11252590116"",""出版时间：2016-01-01""]",图书,258,5,0.966,0.034,20,0,1,0
12841112874,包邮 中国历朝通俗演义套装全6册 蔡东藩,"[{""店铺： "":""布克专营店""},{""出版社：\n                    "":[""北京理工大学出版社""]},""ISBN：23395701"",""商品编码：12841112874"",""包装：精装"",""开本：32""]",图书,128.9,5,0.924,0,10,1,0,0
11117326361,蔡东藩历朝通俗演义全集(全21册),"[{""店铺： "":""中华书局官方旗舰店""},{""出版社：\n                    "":[""中华书局""]},""ISBN：9787101108378"",""商品编码：11117326361"",""包装：平装"",""出版时间：2015-07-01""]",图书,478.4,5,1,0,10,0,0,0
